,2001,2002,2003,2004,2005,2006,2007,2010,2011,2012,2013,2014,2015,2016
Ariads,2.86E+001,-2.49E+001,2.94E+001,1.29E+001,-1.20E+000,-2.55E+001,-1.50E+000,2.52E+001,-2.78E+001,3.93E+001,-2.00E+001,5.01E-001,8.28E-001,-1.66E+000
Aridiv,,,,,,,,0.49810355,0.48271617,-1.23984023,-0.99395913,-0.056342,-0.42293669,-0.62334546
Bouhir,24.42804986,-35.53465967,32.30850467,-27.88322365,31.18467551,-34.25469128,25.01068157,-0.28308748,-2.34573261,0.97902355,-36.91598959,-1.5860163,0.29612132,-1.70393969
Bousco,,,,,,,,3.01410499,-5.25868026,5.02421257,-6.60107529,3.16301027,1.41916685,-1.80656073
Crudiv,-47.63436023,-72.52307796,29.40696444,-66.69456774,-43.78681311,-40.90401595,-46.808994,-45.62536742,-0.95009143,-27.18259057,-33.02555412,0.52078978,-1.80026702,-0.92299919
Cypses,,,,,,,,1.03643738,-0.522173,1.75029279,-0.59419528,-0.15552765,0.38310132,-2.32802203
Dalhum,,,,,,,,-0.4990911,-0.07723202,-1.04307105,1.25872966,0.118814,0.49797847,-0.0228187
Eupmen,,,,,,,,0.98910198,0.03394761,1.25476719,-0.82018216,-1.07225867,0.14738723,0.54364177
Evoser,,,,-0.243741,0.7729463,2.1429849,0.4303028,0.1291875,0.7196246,-1.9979813,-1.3349979,1.207707,-4.7052671,3.1438994
Flopur,37.85089645,-43.86276556,43.69515123,-1.60048865,-42.91557223,43.76820497,-40.21756741,0.266398,36.43193445,0.54808792,2.60769775,-38.43728479,44.52776189,0.33628545
Helfol,,,,,,,,0.52117934,-0.33363926,0.79183305,-0.98190528,-0.13654948,-0.05530986,0.50679832
Helglo,,,,,,,,-290.7290275,-233.123224,278.0559918,-253.1681972,1.27086332,192.3373896,-205.0704225
Hetpin,13.61889381,-20.14655408,19.66373639,-1.00541163,9.15864785,-26.09861139,21.05149211,17.3521737,17.54010034,-0.34063052,-0.45256485,-0.65838172,1.36407069,-17.30077744
Mickun,-0.872770268,2.600654282,1.741344783,-8.72092339,0.1762063,12.72624692,1.28522183,-1.244974765,0.571510124,0.026430444,-0.909896107,-0.293460857,11.51503637,-1.315498971
Milbif,,,,,,,,2.09982864,-4.56783601,-5.3081933,0.95322109,4.56724967,0.97718131,-2.9519763
Muhper,-26.02638947,19.39888486,24.90900023,22.25948446,22.41981417,-24.77659888,22.57294221,-20.77422289,-30.67964377,-31.93231013,22.31072375,1.78053961,-24.34276231,-2.41825419
Muhpha,,,,,,,,-1.18719854,0.49211066,-1.88582355,-1.5880159,-0.9515705,2.89879155,0.2314058
Muhrig,,,,,,,,-9.57668723,22.40139748,4.95649681,16.50697832,-1.2134174,2.29527208,14.32512129
Oxalun,,,,,,,,0.07530103,-0.59874645,-0.53718374,0.35554783,-1.23349449,0.65228027,0.24096336
Pheoli,,,,-0.067904888,1.051379858,0.309699698,-0.391275107,0.679754362,0.502795223,0.394403549,-0.237475963,-0.577164298,-0.299290667,0.264219121
Planiv,0.21550777,0.57114241,34.57551422,28.57190293,1.19070062,1.75403851,-22.88083572,0.99659266,-0.17447089,47.29516287,-0.23466971,-2.51943107,30.53100634,-31.27476155
Porpil,-20.84977258,35.80352379,97.23554968,97.94031169,-19.92602527,-97.03661012,18.92578926,-70.23987029,1.126704242,58.22714205,42.32162133,111.3003176,120.3916505,64.92989146
Rictri,-16.76875209,-19.68775609,20.02026821,1.54624519,-1.05697577,-15.76659662,-0.32830116,-15.98048138,0.59346941,11.08165413,-0.94966543,16.06773597,0.88650704,18.2276384
Sanpro,-1.724987191,-21.97642923,34.99361145,-24.92418106,29.92953582,-31.70825863,-26.18044427,19.84774967,19.2591855,35.44392467,-0.962234068,-31.37293478,37.8155612,-38.41050908
Sedote,,,,,,,,-0.88180859,0.39252142,-0.77473045,0.10944859,0.91223544,0.11187873,-0.84023814
Spoten,90.66794495,-89.9237618,-104.7903902,74.76982674,-54.64903085,-0.6176726,90.1590867,-113.6091895,-1.04178745,-101.7295458,-2.28060639,-0.56056431,77.96154653,-0.88680194
Stedul,,,,,,,,-30.60838309,-56.66261944,-1.66211183,52.71516003,0.16837203,39.96285991,-50.6402234
