,2001,2002,2003,2004,2005,2006,2007,2010,2011,2012,2013,2014,2015,2016
Ariads,4.9219891,0.4091375,0.7522952,2.5897823,3.3901639,0.4047996,2.0543173,1.3639487,-1.311669,0.5114327,2.365686,2.2765863,0.7233384,2.7524804
Aridiv,,,,,,,,0.2044497,2.032455,0.8878645,1.5498855,-0.3457051,1.3704656,0.8826417
Bouhir,1.234359983,2.297975441,-0.535983143,0.710637864,-1.606172451,1.630987403,-1.677761824,0.787705773,0.364830744,-0.005496531,0.17461604,-0.000851822,-0.144045549,0.042448864
Bousco,,,,,,,,1.5477618,1.7003886,0.8787912,2.8600975,1.0442095,0.5263037,1.9775117
Crudiv,0.3311171,1.418476,-0.9333514,0.7279056,0.4118437,-2.3871644,2.1481962,0.1000538,0.2448314,-0.3021939,0.5994901,-1.5982439,0.1317131,0.9375173
Cypses,,,,,,,,-0.138412,0.3432058,-0.4160975,-0.5470669,-1.7668872,0.5967418,1.2574207
Dalhum,,,,,,,,-0.005050646,0.165560271,-0.954563171,-1.083011136,-0.816143382,-0.610339171,0.874438074
Eupmen,,,,,,,,0.07856671,-1.66420452,0.81112172,1.65143658,-0.39244355,-0.3036862,1.80756544
Evoser,,,,-10.284291,-0.7330747,0.1701907,-3.5852404,-0.1293317,-3.0638437,-1.1902301,-1.3796948,-1.8638887,-1.0864554,-1.8402775
Flopur,-0.08128697,-0.27466895,0.11658883,-1.16386284,1.02083436,0.73117574,2.09715514,0.59972301,0.30924325,0.41836993,0.96532771,0.2707498,0.24259667,1.17863455
Helfol,,,,,,,,-3.7530427,-1.2507545,-0.9817808,-2.700285,-1.5946713,-3.9301554,-1.4691952
Helglo,,,,,,,,-1.4698162,-0.210669,-3.3563687,0.6761717,-1.0944846,-1.6995498,0.4690589
Hetpin,-0.583403,-1.3288306,-0.1577743,-2.4506591,-1.4360089,-0.3688723,1.8322664,-0.2856157,-0.1284759,0.5852172,0.5259027,-0.438669,0.2886985,1.1466068
Mickun,0.55008514,0.29600144,-0.70665249,0.50772362,0.11396845,-0.47191484,-0.21667769,0.50342802,0.11613227,-0.02029563,0.2277413,-0.16377096,-0.50113733,0.41390943
Milbif,,,,,,,,0.7152038,0.2743669,-0.1729556,0.3103138,-0.1100994,0.1129232,0.4572564
Muhper,1.8502761,0.7374141,0.1552806,0.8514358,-1.4726527,-1.380065,3.0361063,1.5315099,1.2020289,-0.1851017,1.7923961,-0.6921615,-2.3479337,0.4381614
Muhpha,,,,,,,,-1.50729424,-0.23871314,-1.85732025,-0.09850902,0.85186353,0.67343396,-0.05456441
Muhrig,,,,,,,,-0.8773233,-1.8922602,-1.4332882,-2.8254112,-1.6451359,-2.9576293,-4.8570663
Oxalun,,,,,,,,-0.03529801,1.11277924,1.16764079,-0.2133058,-0.2559108,1.71422375,0.73256985
Pheoli,,,,0.10396285,2.42663853,-2.1607143,2.41023369,-0.14019314,-0.36555923,-0.13151054,-0.04181138,-2.14521568,1.09279296,1.16195471
Planiv,-0.51080421,-0.47362267,-0.40055268,-1.58682847,-1.56098565,-1.49562072,1.84220334,-0.03476089,-0.5774007,-1.47713665,-0.90116418,-1.44425565,-2.227333,0.22319081
Porpil,2.1834301,1.1215082,-1.646132,-2.3082626,-0.5527122,-2.8416343,-0.3487703,-1.7475475,-1.5214708,0.1660001,0.6568143,-0.6988781,-0.8843927,0.0101077
Rictri,-0.459704483,-0.010930673,-2.647243308,-2.907015104,-0.618421755,-0.558980589,0.256616742,0.136393107,-0.381596384,-3.815795246,0.165046362,-1.549127629,-1.238112234,-0.007877199
Sanpro,1.139361,1.9955703,-1.4038789,-0.8520296,0.2897805,1.7026451,3.2745399,-0.1995741,0.1762884,-0.536593,1.5843378,0.2940358,1.1790996,1.4952186
